epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.2483,1.26278,2.39619,1.68292,1,0.01812,0.74902,0.49717,0.84214,2.78143,1.50519,0.0003,0.0003,0.0003
2,31.0886,0.83158,1.14338,1.24634,0.98161,0.76258,0.91237,0.71538,0.81519,2.32323,1.41617,0.0003131,0.0003131,0.0003131
